Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of cell cycle process (GO:0090068)	5/101	2.052804e-02	9.372137e-02	0	0	3.345970e+00	1.300232e+01	CCNB1;EDN1;IL1B;PDGFB;IGF1
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	3/38	2.085605e-02	9.470881e-02	0	0	5.487669e+00	2.123789e+01	SOCS2;CXADR;SCG5
GO_Biological_Process_2021	response to estradiol (GO:0032355)	3/38	2.085605e-02	9.470881e-02	0	0	5.487669e+00	2.123789e+01	FOXA1;SOCS2;RAMP3
GO_Biological_Process_2021	positive regulation of signaling (GO:0023056)	3/38	2.085605e-02	9.470881e-02	0	0	5.487669e+00	2.123789e+01	EDN1;RAMP3;NMU
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	4/68	2.123046e-02	9.623720e-02	0	0	4.008578e+00	1.544232e+01	CSF3;NR4A3;THBS1;PF4
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	5/102	2.132173e-02	9.647894e-02	0	0	3.311306e+00	1.274200e+01	BMP4;RAMP3;CTSZ;AGR2;HBB
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	6/139	2.138475e-02	9.659224e-02	0	0	2.902206e+00	1.115921e+01	SOCS2;SPHK1;FAM107A;ABL2;WFDC1;CDH13
GO_Biological_Process_2021	regulation of extracellular matrix disassembly (GO:0010715)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	DPP4;IL6
GO_Biological_Process_2021	regulation of macrophage differentiation (GO:0045649)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	LIF;PF4
GO_Biological_Process_2021	embryonic cranial skeleton morphogenesis (GO:0048701)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	IRX5;FGFR2
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	SDC1;IGF1
GO_Biological_Process_2021	positive regulation of sprouting angiogenesis (GO:1903672)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	KLF4;FUT1
GO_Biological_Process_2021	prostanoid biosynthetic process (GO:0046457)	2/15	2.201125e-02	9.837364e-02	0	0	9.828671e+00	3.750819e+01	EDN1;PTGS2
GO_Biological_Process_2021	regulation of nitric-oxide synthase activity (GO:0050999)	3/39	2.234095e-02	9.915014e-02	0	0	5.334962e+00	2.027997e+01	LYPLA1;IL1B;AGTR2
GO_Biological_Process_2021	regulation of protein tyrosine kinase activity (GO:0061097)	3/39	2.234095e-02	9.915014e-02	0	0	5.334962e+00	2.027997e+01	PDGFB;NEDD9;NOX4
GO_Biological_Process_2021	negative regulation of cellular metabolic process (GO:0031324)	3/39	2.234095e-02	9.915014e-02	0	0	5.334962e+00	2.027997e+01	EDN1;EDNRB;PTX3
GO_Biological_Process_2021	negative regulation of protein secretion (GO:0050709)	3/39	2.234095e-02	9.915014e-02	0	0	5.334962e+00	2.027997e+01	IL1B;ERP29;IL12A
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	7/180	2.243792e-02	9.940702e-02	0	0	2.606288e+00	9.896082e+00	SERPINE1;PDGFB;TIMP3;VEGFC;IGF1;THBS1;PF4
GO_Biological_Process_2021	regulation of insulin secretion (GO:0050796)	5/104	2.296848e-02	1.015806e-01	0	0	3.244080e+00	1.224197e+01	DPP4;PER2;IL6;IL1B;RAPGEF4
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	3/40	2.388204e-02	1.048912e-01	0	0	5.190510e+00	1.938463e+01	CCL13;CCL2;CX3CL1
GO_Biological_Process_2021	positive regulation of cation channel activity (GO:2001259)	3/40	2.388204e-02	1.048912e-01	0	0	5.190510e+00	1.938463e+01	ARC;CCL2;CCR2
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	3/40	2.388204e-02	1.048912e-01	0	0	5.190510e+00	1.938463e+01	BMP4;BMP2;GPM6B
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	3/40	2.388204e-02	1.048912e-01	0	0	5.190510e+00	1.938463e+01	SERPINE1;THBS1;HBEGF
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	6/143	2.418084e-02	1.060205e-01	0	0	2.816894e+00	1.048503e+01	SLC22A3;EDN1;RAMP3;HBB;SLC19A2;SLC6A4
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	4/71	2.444183e-02	1.066133e-01	0	0	3.828505e+00	1.420934e+01	SERPINB1;SERPINF1;SERPINE1;TIMP3
GO_Biological_Process_2021	gland development (GO:0048732)	4/71	2.444183e-02	1.066133e-01	0	0	3.828505e+00	1.420934e+01	CEBPA;NOTCH4;HES1;FGFR2
GO_Biological_Process_2021	myeloid leukocyte differentiation (GO:0002573)	4/71	2.444183e-02	1.066133e-01	0	0	3.828505e+00	1.420934e+01	BMP4;CEBPA;CSF3;MT1G
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	5/106	2.469541e-02	1.067876e-01	0	0	3.179516e+00	1.176783e+01	DIRAS3;JUN;RALA;RRAD;IGF1
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	5/106	2.469541e-02	1.067876e-01	0	0	3.179516e+00	1.176783e+01	EDN1;PDGFD;IL1B;PDGFB;S100A12
GO_Biological_Process_2021	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	IL12A;THBS1
GO_Biological_Process_2021	cellular response to corticosteroid stimulus (GO:0071384)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	ZFP36;FAM107A
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	CCR5;CCR2
GO_Biological_Process_2021	negative regulation of lyase activity (GO:0051350)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	EDNRB;CCR2
GO_Biological_Process_2021	negative regulation of platelet activation (GO:0010544)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	THBD;PDGFB
GO_Biological_Process_2021	odontogenesis of dentin-containing tooth (GO:0042475)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	BMP2;MSX1
GO_Biological_Process_2021	positive regulation of endothelial cell apoptotic process (GO:2000353)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	CCL2;THBS1
GO_Biological_Process_2021	positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	2/16	2.490172e-02	1.067876e-01	0	0	9.126160e+00	3.370125e+01	IL6;SELE
GO_Biological_Process_2021	regulation of protein dephosphorylation (GO:0035304)	3/41	2.547929e-02	1.087145e-01	0	0	5.053660e+00	1.854637e+01	PPP1R15A;CDH5;CAMTA1
GO_Biological_Process_2021	negative regulation of cell-cell adhesion (GO:0022408)	3/41	2.547929e-02	1.087145e-01	0	0	5.053660e+00	1.854637e+01	BMP2;NOTCH4;KLF4
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	3/41	2.547929e-02	1.087145e-01	0	0	5.053660e+00	1.854637e+01	BMP4;BMP2;GPM6B
GO_Biological_Process_2021	cytoskeleton-dependent cytokinesis (GO:0061640)	4/72	2.557391e-02	1.087533e-01	0	0	3.772011e+00	1.382888e+01	TRIM36;KIF20A;CEP55;RHOB
GO_Biological_Process_2021	positive regulation of secretion by cell (GO:1903532)	4/72	2.557391e-02	1.087533e-01	0	0	3.772011e+00	1.382888e+01	EDN1;BMP2;IL1B;IGF1
GO_Biological_Process_2021	regulation of actin filament-based process (GO:0032970)	4/73	2.673707e-02	1.133206e-01	0	0	3.717154e+00	1.346243e+01	FAM107A;GPM6B;RND1;RHOB
GO_Biological_Process_2021	positive regulation of JNK cascade (GO:0046330)	4/73	2.673707e-02	1.133206e-01	0	0	3.717154e+00	1.346243e+01	GADD45B;FLT4;IL1B;AGER
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	6/147	2.721175e-02	1.145044e-01	0	0	2.736422e+00	9.862357e+00	EDN1;PTGIR;FPR1;ABL2;CCR5;CCR2
GO_Biological_Process_2021	regulation of protein ubiquitination (GO:0031396)	5/109	2.743868e-02	1.145044e-01	0	0	3.087327e+00	1.110141e+01	PER2;SPHK1;FAM107A;TNFAIP3;SASH1
GO_Biological_Process_2021	modulation of chemical synaptic transmission (GO:0050804)	5/109	2.743868e-02	1.145044e-01	0	0	3.087327e+00	1.110141e+01	ARC;IL1B;NMU;KCNMB4;AGER
GO_Biological_Process_2021	proteolysis involved in cellular protein catabolic process (GO:0051603)	4/74	2.793145e-02	1.145044e-01	0	0	3.663866e+00	1.310932e+01	CTSZ;TNFAIP3;GZMB;CTSC
GO_Biological_Process_2021	DNA damage response, signal transduction by p53 class mediator (GO:0030330)	4/74	2.793145e-02	1.145044e-01	0	0	3.663866e+00	1.310932e+01	PLK3;CCNB1;PCNA;BAX
GO_Biological_Process_2021	negative regulation of protein binding (GO:0032091)	4/74	2.793145e-02	1.145044e-01	0	0	3.663866e+00	1.310932e+01	CTSZ;PDGFB;BAX;NES
GO_Biological_Process_2021	cell surface receptor signaling pathway involved in heart development (GO:0061311)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	BMP4;BMP2
GO_Biological_Process_2021	regulation of osteoblast proliferation (GO:0033688)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	BMP2;FGFR2
GO_Biological_Process_2021	epithelial cell morphogenesis (GO:0003382)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	COL15A1;STC1
GO_Biological_Process_2021	regulation of steroid biosynthetic process (GO:0050810)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	EGR1;BMP2
GO_Biological_Process_2021	mesenchyme morphogenesis (GO:0072132)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	ACVRL1;BMP2
GO_Biological_Process_2021	mesonephric tubule development (GO:0072164)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	BMP4;FGFR2
GO_Biological_Process_2021	midbody abscission (GO:0061952)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	KIF20A;CEP55
GO_Biological_Process_2021	muscle tissue morphogenesis (GO:0060415)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	BMP4;BMP2
GO_Biological_Process_2021	negative regulation of chemokine production (GO:0032682)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	IL6;KLF4
GO_Biological_Process_2021	negative regulation of viral entry into host cell (GO:0046597)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	FCN3;PTX3
GO_Biological_Process_2021	pharyngeal system development (GO:0060037)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	BMP4;HES1
GO_Biological_Process_2021	positive regulation of heart rate (GO:0010460)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	EDN1;ADM
GO_Biological_Process_2021	positive regulation of macrophage activation (GO:0043032)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	CEBPA;THBS1
GO_Biological_Process_2021	positive regulation of positive chemotaxis (GO:0050927)	2/17	2.793736e-02	1.145044e-01	0	0	8.517316e+00	3.047317e+01	VEGFC;CDH13
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	6/148	2.800698e-02	1.145044e-01	0	0	2.717013e+00	9.714139e+00	EDN1;PTGIR;FPR1;ABL2;CCR5;CCR2
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	6/148	2.800698e-02	1.145044e-01	0	0	2.717013e+00	9.714139e+00	LTK;PCNA;FLT4;TIE1;KLF4;FGFR2
GO_Biological_Process_2021	apoptotic process (GO:0006915)	8/231	2.805408e-02	1.145129e-01	0	0	2.312476e+00	8.263913e+00	PPP1R15A;PLK3;IL1B;IRF1;GZMB;BAX;IER3;RHOB
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	6/149	2.881741e-02	1.174402e-01	0	0	2.697874e+00	9.568755e+00	CCL13;BMP2;RGS1;RGS16;CCL2;CX3CL1
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	4/75	2.915719e-02	1.184452e-01	0	0	3.612078e+00	1.276889e+01	IL6;IL1B;CD38;IL12A
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	4/75	2.915719e-02	1.184452e-01	0	0	3.612078e+00	1.276889e+01	IL6;IL1B;CCL2;CCR2
GO_Biological_Process_2021	regulation of cytoskeleton organization (GO:0051493)	5/112	3.036854e-02	1.220994e-01	0	0	3.000306e+00	1.048412e+01	FAM107A;TRIM36;GPM6B;RND1;RHOB
GO_Biological_Process_2021	positive regulation of interleukin-6 production (GO:0032755)	4/76	3.041438e-02	1.220994e-01	0	0	3.561728e+00	1.244055e+01	IL6;IL1B;TLR7;AGER
GO_Biological_Process_2021	cardiac ventricle morphogenesis (GO:0003208)	3/44	3.060702e-02	1.220994e-01	0	0	4.683165e+00	1.632798e+01	BMP4;FOXF1;FGFR2
GO_Biological_Process_2021	lymphocyte chemotaxis (GO:0048247)	3/44	3.060702e-02	1.220994e-01	0	0	4.683165e+00	1.632798e+01	CCL13;CCL2;CX3CL1
GO_Biological_Process_2021	regulation of cartilage development (GO:0061035)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	BMP4;BMP2
GO_Biological_Process_2021	cell migration involved in sprouting angiogenesis (GO:0002042)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	NR4A1;EGR3
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	CCR5;CCR2
GO_Biological_Process_2021	regulation of multicellular organism growth (GO:0040014)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	GDF15;IGF1
GO_Biological_Process_2021	regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	BMP4;IL6
GO_Biological_Process_2021	endothelial cell proliferation (GO:0001935)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	ACVRL1;BMP4
GO_Biological_Process_2021	regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	TOP2A;APOBEC3B
GO_Biological_Process_2021	regulation of transforming growth factor beta production (GO:0071634)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	LRRC32;PTGS2
GO_Biological_Process_2021	interleukin-6-mediated signaling pathway (GO:0070102)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	CEBPA;IL6
GO_Biological_Process_2021	negative regulation of leukocyte cell-cell adhesion (GO:1903038)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	GPNMB;LAX1
GO_Biological_Process_2021	negative regulation of Rho protein signal transduction (GO:0035024)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	ABL2;RASIP1
GO_Biological_Process_2021	neuron maturation (GO:0042551)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	CX3CL1;RND1
GO_Biological_Process_2021	nitric oxide mediated signal transduction (GO:0007263)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	FPR1;AGTR2
GO_Biological_Process_2021	positive chemotaxis (GO:0050918)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	GPNMB;CX3CL1
GO_Biological_Process_2021	positive regulation of extracellular matrix organization (GO:1903055)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	BMP2;IL6
GO_Biological_Process_2021	positive regulation of glial cell differentiation (GO:0045687)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	BMP2;HES1
GO_Biological_Process_2021	positive regulation of phosphoprotein phosphatase activity (GO:0032516)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	PPP1R15A;AGTR2
GO_Biological_Process_2021	positive regulation of synaptic transmission, glutamatergic (GO:0051968)	2/18	3.111303e-02	1.220994e-01	0	0	7.984578e+00	2.770751e+01	CCL2;CCR2
GO_Biological_Process_2021	positive regulation of metabolic process (GO:0009893)	5/113	3.138717e-02	1.229855e-01	0	0	2.972374e+00	1.028844e+01	PER2;IL4R;PIGA;G0S2;CCR2
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	4/77	3.170314e-02	1.240325e-01	0	0	3.512759e+00	1.212372e+01	CSF3;PDGFD;PDGFB;IGF1
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	3/45	3.242772e-02	1.266724e-01	0	0	4.571429e+00	1.567425e+01	BMP4;IL6;IL1B
GO_Biological_Process_2021	regulation of fibroblast proliferation (GO:0048145)	3/46	3.430380e-02	1.306558e-01	0	0	4.464889e+00	1.505783e+01	SPHK1;PDGFB;IGF1
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	3/46	3.430380e-02	1.306558e-01	0	0	4.464889e+00	1.505783e+01	TNFAIP3;IGF1;CX3CL1
GO_Biological_Process_2021	positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	4/79	3.437569e-02	1.306558e-01	0	0	3.418736e+00	1.152253e+01	CDC20;CEBPA;PLK3;TRIB1
GO_Biological_Process_2021	atrioventricular valve morphogenesis (GO:0003181)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	OLFM1;BMP2
GO_Biological_Process_2021	branching involved in ureteric bud morphogenesis (GO:0001658)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	BMP4;BMP2
GO_Biological_Process_2021	regulation of cell-cell adhesion mediated by cadherin (GO:2000047)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	FOXA1;NOTCH4
GO_Biological_Process_2021	regulation of collagen biosynthetic process (GO:0032965)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	BMP4;IL6
GO_Biological_Process_2021	regulation of epithelial cell differentiation (GO:0030856)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	MAFF;APOLD1
GO_Biological_Process_2021	regulation of glucose transmembrane transport (GO:0010827)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	NR4A3;IL1B
GO_Biological_Process_2021	diol metabolic process (GO:0034311)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	SPHK1;SGPP1
GO_Biological_Process_2021	sphingosine metabolic process (GO:0006670)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	SPHK1;SGPP1
GO_Biological_Process_2021	striated muscle cell differentiation (GO:0051146)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	BMP2;SDC1
GO_Biological_Process_2021	ureteric bud morphogenesis (GO:0060675)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	BMP4;BMP2
GO_Biological_Process_2021	negative regulation of nervous system development (GO:0051961)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	IL6;IL1B
GO_Biological_Process_2021	positive regulation of leukocyte activation (GO:0002696)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	CEBPA;THBS1
GO_Biological_Process_2021	positive regulation of macrophage migration (GO:1905523)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	THBS1;CX3CL1
GO_Biological_Process_2021	positive regulation of monocyte chemotaxis (GO:0090026)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	SERPINE1;CCR2
GO_Biological_Process_2021	positive regulation of oxidoreductase activity (GO:0051353)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	EDN1;ABL2
GO_Biological_Process_2021	prostaglandin biosynthetic process (GO:0001516)	2/19	3.442367e-02	1.306558e-01	0	0	7.514515e+00	2.531648e+01	EDN1;PTGS2
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	6/156	3.492380e-02	1.323565e-01	0	0	2.571053e+00	8.624819e+00	LTK;CEBPD;NOTCH4;LIF;KLF4;FGFR2
GO_Biological_Process_2021	proteolysis (GO:0006508)	9/287	3.557294e-02	1.346160e-01	0	0	2.087861e+00	6.965458e+00	DPP4;CPM;MMP7;CTSZ;MMP19;GZMB;CTSE;WFDC2;CTSC
GO_Biological_Process_2021	regulation of DNA binding (GO:0051101)	3/47	3.623498e-02	1.361086e-01	0	0	4.363192e+00	1.447590e+01	JUN;HES1;IGF1
GO_Biological_Process_2021	embryonic heart tube morphogenesis (GO:0003143)	3/47	3.623498e-02	1.361086e-01	0	0	4.363192e+00	1.447590e+01	NDRG4;SOX17;HES1
GO_Biological_Process_2021	epithelial to mesenchymal transition (GO:0001837)	3/47	3.623498e-02	1.361086e-01	0	0	4.363192e+00	1.447590e+01	OLFM1;BMP2;NOTCH4
GO_Biological_Process_2021	regulation of wound healing (GO:0061041)	3/47	3.623498e-02	1.361086e-01	0	0	4.363192e+00	1.447590e+01	SERPINE1;TNFAIP3;HBEGF
GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)	3/47	3.623498e-02	1.361086e-01	0	0	4.363192e+00	1.447590e+01	EGR1;BAX;FOS
GO_Biological_Process_2021	skeletal system development (GO:0001501)	6/158	3.681031e-02	1.380658e-01	0	0	2.536963e+00	8.376995e+00	BMP2;STC1;PRELP;IGF1;ETS2;FGFR2
GO_Biological_Process_2021	regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	SPRY4;THBS1
GO_Biological_Process_2021	dopaminergic neuron differentiation (GO:0071542)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	FOXA1;NR4A2
GO_Biological_Process_2021	embryonic digestive tract development (GO:0048566)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	FOXF1;FGFR2
GO_Biological_Process_2021	regulation of protein kinase A signaling (GO:0010738)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	AKAP12;RAMP3
GO_Biological_Process_2021	energy reserve metabolic process (GO:0006112)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	PPP1R3C;GFPT2
GO_Biological_Process_2021	regulation of smooth muscle contraction (GO:0006940)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	SPHK1;NMU
GO_Biological_Process_2021	regulation of tissue remodeling (GO:0034103)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	GPNMB;FLT4
GO_Biological_Process_2021	granulocyte differentiation (GO:0030851)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	CEBPA;CSF3
GO_Biological_Process_2021	lipopolysaccharide-mediated signaling pathway (GO:0031663)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	IL1B;CCL2
GO_Biological_Process_2021	mesoderm development (GO:0007498)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	TIE1;BTK
GO_Biological_Process_2021	mitotic cytokinetic process (GO:1902410)	2/20	3.786437e-02	1.387451e-01	0	0	7.096681e+00	2.323272e+01	KIF20A;CEP55
